Laissez-faire;t;Ns;Ni;a_t;Utility;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;Utility;Lambda_s;Lambda_i
;593;0,377377;0,0013511;0,912971;-0,00402212;-19,2181;-194,344;;;;593;0,953393;0,000630416;0,580484;-0,124377;-,162;-2393,43
;594;0,377189;0,0013463;0,913208;-0,0039996;-19,1647;-194,343;;;;594;0,953304;0,000630046;0,580511;-0,124358;-162,236;-2394,37
;595;0,377002;0,00134153;0,913444;-0,00397721;-19,1115;-194,343;;;;595;0,953214;0,000629677;0,580538;-0,124338;-162,222;-2395,31
;596;0,376815;0,00133677;0,913679;-0,00395495;-19,0584;-194,343;;;;596;0,953125;0,000629308;0,580565;-0,124318;-162,208;-2396,26
;597;0,376629;0,00133204;0,913914;-0,00393282;-19,0055;-194,343;;;;597;0,953035;0,000628939;0,580592;-0,124299;-162,194;-2397,2
;598;0,376444;0,00132733;0,914148;-0,00391082;-18,9527;-194,343;;;;598;0,952946;0,00062857;0,580619;-0,124279;-162,179;-2398,14
;599;0,376259;0,00132264;0,914381;-0,00388894;-18,9001;-194,343;;;;599;0,952856;0,000628201;0,580646;-0,12426;-162,165;-2399,09
;600;0,376075;0,00131797;0,914614;-0,00386719;-18,8477;-194,343;;;;600;0,952767;0,000627833;0,580673;-0,12424;-162,151;-2400,03
;601;0,375892;0,00131331;0,914846;-0,00384556;-18,7954;-194,342;;;;601;0,952678;0,000627464;0,580701;-0,124221;-162,137;-2400,98
;602;0,375709;0,00130868;0,915077;-0,00382406;-18,7432;-194,342;;;;602;0,952588;0,000627096;0,580728;-0,124201;-162,123;-2401,92
;603;0,375527;0,00130407;0,915308;-0,00380268;-18,6912;-194,342;;;;603;0,952499;0,000626728;0,580755;-0,124181;-162,109;-2402,87
;604;0,375346;0,00129948;0,915538;-0,00378143;-18,6394;-194,342;;;;604;0,95241;0,00062636;0,580782;-0,124162;-162,094;-2403,82
;605;0,375165;0,00129491;0,915767;-0,0037603;-18,5877;-194,342;;;;605;0,952321;0,000625993;0,580809;-0,124142;-,162;-2404,76
;606;0,374985;0,00129035;0,915996;-0,00373929;-18,5362;-194,342;;;;606;0,952232;0,000625625;0,580836;-0,124123;-162,066;-2405,71
;607;0,374806;0,00128582;0,916224;-0,0037184;-18,4848;-194,342;;;;607;0,952143;0,000625258;0,580863;-0,124103;-162,052;-2406,66
;608;0,374637;0,00128157;0,916438;-0,00369886;-18,4366;-194,341;;;;608;0,952054;0,000624891;0,58089;-0,124084;-162,038;-2407,61
;609;0,374459;0,00127708;0,916665;-0,0036782;-18,3855;-194,341;;;;609;0,951965;0,000624524;0,580917;-0,124064;-162,024;-2408,56
;610;0,374282;0,0012726;0,916891;-0,00365766;-18,3345;-194,341;;;;610;0,951876;0,000624158;0,580944;-0,124045;-162,009;-2409,51
;611;0,374105;0,00126815;0,917117;-0,00363724;-18,2837;-194,341;;;;611;0,951788;0,000623792;0,580971;-0,124025;-161,995;-2410,46
;612;0,373928;0,00126371;0,917342;-0,00361694;-18,233;-194,341;;;;612;0,951699;0,000623425;0,580999;-0,124006;-161,981;-2411,41
;613;0,373752;0,00125929;0,917566;-0,00359675;-18,1825;-194,341;;;;613;0,95161;0,000623059;0,581026;-0,123986;-161,967;-2412,36
;614;0,373577;0,00125489;0,91779;-0,00357668;-18,1322;-194,341;;;;614;0,951522;0,000622694;0,581053;-0,123966;-161,953;-2413,31
;615;0,373403;0,0012505;0,918013;-0,00355672;-18,0819;-,194;;;;615;0,951433;0,000622328;0,58108;-0,123947;-161,939;-2414,26
;616;0,373229;0,00124614;0,918236;-0,00353688;-18,0319;-,194;;;;616;0,951344;0,000621963;0,581107;-0,123927;-161,925;-2415,21
;617;0,373055;0,00124179;0,918457;-0,00351715;-17,9819;-,194;;;;617;0,951256;0,000621598;0,581134;-0,123908;-161,911;-2416,17
;618;0,372883;0,00123747;0,918679;-0,00349754;-17,9321;-,194;;;;618;0,951168;0,000621233;0,581161;-0,123888;-161,897;-2417,12
;619;0,37271;0,00123316;0,918899;-0,00347803;-17,8825;-,194;;;;619;0,951079;0,000620869;0,581188;-0,123869;-161,883;-2418,07
;620;0,372539;0,00122887;0,919119;-0,00345864;-1,7833;-,194;;;;620;0,950991;0,000620504;0,581215;-0,123849;-161,868;-2419,03
;621;0,372368;0,0012246;0,919339;-0,00343936;-17,7836;-,194;;;;621;0,950903;0,00062014;0,581242;-0,12383;-161,854;-2419,98
;622;0,372197;0,00122034;0,919558;-0,00342019;-17,7344;-,194;;;;622;0,950814;0,000619776;0,581269;-0,12381;-,162;-2420,94
;623;0,372028;0,00121611;0,919776;-0,00340113;-17,6853;-194,339;;;;623;0,950726;0,000619413;0,581296;-0,123791;-161,826;-2421,89
;624;0,371858;0,00121189;0,919993;-0,00338218;-17,6364;-194,339;;;;624;0,950638;0,000619049;0,581323;-0,123771;-161,812;-2422,85
;625;0,37169;0,00120769;0,92021;-0,00336334;-17,5876;-194,339;;;;625;0,95055;0,000618686;0,58135;-0,123752;-161,798;-2423,8
;626;0,371522;0,0012035;0,920427;-0,0033446;-1,7539;-194,339;;;;626;0,950462;0,000618323;0,581377;-0,123733;-161,784;-2424,76
;627;0,371354;0,00119934;0,920643;-0,00332598;-17,4905;-194,339;;;;627;0,950374;0,000617961;0,581405;-0,123713;-,162;-2425,71
;628;0,371187;0,00119519;0,920858;-0,00330746;-17,4421;-194,339;;;;628;0,950286;0,000617598;0,581432;-0,123694;-161,756;-2426,67
;629;0,371021;0,00119106;0,921072;-0,00328904;-17,3939;-194,339;;;;629;0,950198;0,000617236;0,581459;-0,123674;-161,742;-2427,63
;630;0,370855;0,00118694;0,921286;-0,00327073;-17,3458;-194,339;;;;630;0,950111;0,000616874;0,581486;-0,123655;-161,728;-2428,58
;631;0,37069;0,00118285;0,9215;-0,00325253;-17,2978;-194,338;;;;631;0,950023;0,000616513;0,581513;-0,123635;-161,714;-2429,54
;632;0,370526;0,00117877;0,921712;-0,00323443;-17,25;-194,338;;;;632;0,949935;0,000616152;0,58154;-0,123616;-,162;-2430,5
;633;0,370362;0,0011747;0,921925;-0,00321643;-17,2023;-194,338;;;;633;0,949848;0,000615791;0,581567;-0,123596;-161,686;-2431,46
;634;0,370198;0,00117066;0,922136;-0,00319853;-17,1548;-194,338;;;;634;0,94976;0,00061543;0,581594;-0,123577;-161,672;-2432,41
;635;0,370035;0,00116663;0,922347;-0,00318074;-17,1074;-194,338;;;;635;0,949673;0,000615069;0,581621;-0,123557;-161,658;-2433,37
;636;0,369873;0,00116261;0,922558;-0,00316305;-17,0601;-194,338;;;;636;0,949585;0,000614709;0,581648;-0,123538;-161,644;-2434,33
;637;0,369711;0,00115862;0,922768;-0,00314546;-17,013;-194,338;;;;637;0,949498;0,000614349;0,581675;-0,123519;-,162;-2435,29
;638;0,36955;0,00115464;0,922977;-0,00312797;-16,966;-194,338;;;;638;0,94941;0,00061399;0,581702;-0,123499;-161,616;-2436,25
;639;0,369389;0,00115068;0,923186;-0,00311058;-16,9192;-194,338;;;;639;0,949323;0,00061363;0,581729;-0,12348;-161,602;-2437,21
;640;0,369229;0,00114673;0,923394;-0,00309329;-16,8724;-194,337;;;;640;0,949236;0,000613271;0,581756;-0,12346;-161,588;-2438,17
;641;0,369069;0,0011428;0,923601;-0,0030761;-16,8259;-194,337;;;;641;0,949148;0,000612912;0,581783;-0,123441;-161,574;-2439,13
;642;0,36891;0,00113888;0,923808;-0,003059;-16,7794;-194,337;;;;642;0,949061;0,000612554;0,58181;-0,123422;-,162;-2440,09
;643;0,368752;0,00113499;0,924015;-0,00304201;-16,7331;-194,337;;;;643;0,948974;0,000612196;0,581837;-0,123402;-161,546;-2441,05
;644;0,368594;0,0011311;0,92422;-0,00302511;-16,6869;-194,337;;;;644;0,948887;0,000611838;0,581864;-0,123383;-161,532;-2442,01
;645;0,368436;0,00112724;0,924426;-0,0030083;-16,6408;-194,337;;;;645;0,9488;0,00061148;0,581891;-0,123363;-161,518;-2442,97
;646;0,368279;0,00112339;0,92463;-0,00299159;-16,5949;-194,337;;;;646;0,948713;0,000611123;0,581918;-0,123344;-161,504;-2443,93
;647;0,368123;0,00111955;0,924834;-0,00297498;-16,5491;-194,337;;;;647;0,948626;0,000610766;0,581944;-0,123325;-,161;-2444,89
;648;0,367967;0,00111573;0,925038;-0,00295846;-16,5035;-194,336;;;;648;0,948539;0,000610409;0,581971;-0,123305;-161,476;-2445,85
;649;0,367812;0,00111193;0,925241;-0,00294204;-16,4579;-194,336;;;;649;0,948452;0,000610052;0,581998;-0,123286;-161,463;-2446,81
;650;0,367657;0,00110814;0,925443;-0,00292571;-16,4125;-194,336;;;;650;0,948366;0,000609696;0,582025;-0,123267;-161,449;-2447,78
;651;0,367503;0,00110437;0,925645;-0,00290947;-16,3673;-194,336;;;;651;0,948279;0,00060934;0,582052;-0,123247;-161,435;-2448,74
;652;0,367349;0,00110061;0,925847;-0,00289332;-16,3221;-194,336;;;;652;0,948192;0,000608985;0,582079;-0,123228;-161,421;-2449,7
;653;0,367196;0,00109687;0,926047;-0,00287727;-16,2771;-194,336;;;;653;0,948106;0,00060863;0,582106;-0,123209;-161,407;-2450,66
;654;0,367043;0,00109315;0,926247;-0,00286131;-16,2323;-194,336;;;;654;0,948019;0,000608275;0,582133;-0,123189;-161,393;-2451,62
;655;0,366891;0,00108944;0,926447;-0,00284544;-16,1875;-194,336;;;;655;0,947933;0,00060792;0,58216;-0,12317;-161,379;-2452,58
;656;0,366739;0,00108574;0,926646;-0,00282965;-16,1429;-194,336;;;;656;0,947846;0,000607566;0,582187;-0,123151;-161,365;-2453,55
;657;0,366588;0,00108206;0,926845;-0,00281396;-16,0984;-194,336;;;;657;0,94776;0,000607212;0,582214;-0,123131;-161,351;-2454,51
;658;0,366437;0,00107839;0,927043;-0,00279836;-16,054;-194,335;;;;658;0,947673;0,000606858;0,582241;-0,123112;-161,337;-2455,47
;659;0,366287;0,00107474;0,92724;-0,00278284;-16,0098;-194,335;;;;659;0,947587;0,000606505;0,582267;-0,123093;-161,324;-2456,43
;660;0,366138;0,0010711;0,927437;-0,00276742;-15,9657;-194,335;;;;660;0,947501;0,000606151;0,582294;-0,123074;-,161;-2457,4
;661;0,365988;0,00106748;0,927633;-0,00275208;-15,9217;-194,335;;;;661;0,947415;0,000605799;0,582321;-0,123054;-161,296;-2458,36
;662;0,36584;0,00106387;0,927829;-0,00273683;-15,8778;-194,335;;;;662;0,947328;0,000605446;0,582348;-0,123035;-161,282;-2459,32
;663;0,365692;0,00106028;0,928024;-0,00272166;-15,8341;-194,335;;;;663;0,947242;0,000605094;0,582375;-0,123016;-161,268;-2460,28
;664;0,365544;0,0010567;0,928219;-0,00270658;-15,7905;-194,335;;;;664;0,947156;0,000604742;0,582402;-0,122997;-161,254;-2461,25
;665;0,365397;0,00105314;0,928413;-0,00269159;-15,747;-194,335;;;;665;0,94707;0,000604391;0,582429;-0,122977;-,161;-2462,21
;666;0,36525;0,00104959;0,928607;-0,00267668;-15,7036;-194,335;;;;666;0,946984;0,00060404;0,582455;-0,122958;-161,227;-2463,17
;667;0,365104;0,00104605;0,9288;-0,00266186;-15,6604;-194,335;;;;667;0,946898;0,000603689;0,582482;-0,122939;-161,213;-2464,14
;668;0,364958;0,00104253;0,928992;-0,00264712;-15,6173;-194,334;;;;668;0,946812;0,000603338;0,582509;-0,12292;-161,199;-2465,1
;669;0,364813;0,00103902;0,929184;-0,00263246;-15,5743;-194,334;;;;669;0,946727;0,000602988;0,582536;-0,1229;-161,185;-2466,06
;670;0,364669;0,00103553;0,929376;-0,00261789;-15,5314;-194,334;;;;670;0,946641;0,000602638;0,582563;-0,122881;-161,171;-2467,03
;671;0,364524;0,00103205;0,929567;-0,0026034;-15,4887;-194,334;;;;671;0,946555;0,000602289;0,58259;-0,122862;-161,158;-2467,99
;672;0,364381;0,00102859;0,929757;-0,00258899;-15,4461;-194,334;;;;672;0,946469;0,000601939;0,582616;-0,122843;-161,144;-2468,95
;673;0,364237;0,00102514;0,929947;-0,00257466;-15,4036;-194,334;;;;673;0,946384;0,000601591;0,582643;-0,122824;-,161;-2469,92
;674;0,364095;0,0010217;0,930137;-0,00256042;-15,3612;-194,334;;;;674;0,946298;0,000601242;0,58267;-0,122804;-161,116;-2470,88
;675;0,363952;0,00101827;0,930326;-0,00254625;-15,3189;-194,334;;;;675;0,946213;0,000600894;0,582697;-0,122785;-161,102;-2471,84
;676;0,363811;0,00101486;0,930514;-0,00253217;-15,2768;-194,334;;;;676;0,946127;0,000600546;0,582723;-0,122766;-161,089;-2472,81
;677;0,363669;0,00101147;0,930702;-0,00251816;-15,2348;-194,334;;;;677;0,946042;0,000600198;0,58275;-0,122747;-161,075;-2473,77
;678;0,363528;0,00100808;0,930889;-0,00250423;-15,1929;-194,333;;;;678;0,945957;0,000599851;0,582777;-0,122728;-161,061;-2474,73
;679;0,363388;0,00100471;0,931076;-0,00249039;-15,1511;-194,333;;;;679;0,945871;0,000599504;0,582804;-0,122709;-161,047;-2475,7
;680;0,363248;0,00100136;0,931262;-0,00247662;-15,1095;-194,333;;;;680;0,945786;0,000599158;0,58283;-0,122689;-161,034;-2476,66
;681;0,363109;0,000998013;0,931448;-0,00246293;-15,0679;-194,333;;;;681;0,945701;0,000598811;0,582857;-0,12267;-,161;-2477,62
;682;0,36297;0,000994683;0,931633;-0,00244931;-15,0265;-194,333;;;;682;0,945616;0,000598466;0,582884;-0,122651;-161,006;-2478,59
;683;0,362831;0,000991366;0,931818;-0,00243578;-14,9852;-194,333;;;;683;0,94553;0,00059812;0,582911;-0,122632;-160,992;-2479,55
;684;0,362693;0,000988062;0,932002;-0,00242231;-14,944;-194,333;;;;684;0,945445;0,000597775;0,582937;-0,122613;-160,979;-2480,51
;685;0,362555;0,000984771;0,932186;-0,00240893;-14,9029;-194,333;;;;685;0,94536;0,00059743;0,582964;-0,122594;-160,965;-2481,48
;686;0,362418;0,000981494;0,932369;-0,00239562;-14,862;-194,333;;;;686;0,945275;0,000597085;0,582991;-0,122575;-160,951;-2482,44
;687;0,362281;0,000978229;0,932552;-0,00238239;-14,8211;-194,333;;;;687;0,94519;0,000596741;0,583017;-0,122556;-160,937;-2483,4
;688;0,362145;0,000974977;0,932734;-0,00236923;-14,7804;-194,333;;;;688;0,945105;0,000596397;0,583044;-0,122537;-160,924;-2484,37
;689;0,362009;0,000971737;0,932916;-0,00235614;-14,7398;-194,333;;;;689;0,945021;0,000596054;0,583071;-0,122518;-,161;-2485,33
;690;0,361874;0,000968511;0,933097;-0,00234313;-14,6993;-194,332;;;;690;0,944936;0,000595711;0,583097;-0,122498;-160,896;-2486,29
;691;0,361739;0,000965297;0,933277;-0,0023302;-14,659;-194,332;;;;691;0,944851;0,000595368;0,583124;-0,122479;-160,883;-2487,26
;692;0,361605;0,000962095;0,933458;-0,00231733;-14,6187;-194,332;;;;692;0,944766;0,000595026;0,583151;-0,12246;-160,869;-2488,22
;693;0,361471;0,000958906;0,933637;-0,00230454;-14,5786;-194,332;;;;693;0,944682;0,000594683;0,583177;-0,122441;-160,855;-2489,18
;694;0,361337;0,00095573;0,933817;-0,00229182;-14,5385;-194,332;;;;694;0,944597;0,000594342;0,583204;-0,122422;-160,842;-2490,15
;695;0,361204;0,000952566;0,933995;-0,00227917;-14,4986;-194,332;;;;695;0,944513;0,000594;0,583231;-0,122403;-160,828;-2491,11
;696;0,361071;0,000949415;0,934174;-0,00226659;-14,4588;-194,332;;;;696;0,944428;0,000593659;0,583257;-0,122384;-160,814;-2492,07
;697;0,360939;0,000946275;0,934351;-0,00225409;-14,4191;-194,332;;;;697;0,944344;0,000593318;0,583284;-0,122365;-160,801;-2493,03
;698;0,360807;0,000943148;0,934529;-0,00224165;-14,3796;-194,332;;;;698;0,944259;0,000592978;0,58331;-0,122346;-160,787;-2494
;699;0,360676;0,000940033;0,934705;-0,00222929;-14,3401;-194,332;;;;699;0,944175;0,000592638;0,583337;-0,122327;-160,773;-2494,96
;700;0,360545;0,000936931;0,934882;-0,00221699;-14,3007;-194,332;;;;700;0,944091;0,000592298;0,583363;-0,122308;-,161;-2495,92
;701;0,360414;0,00093384;0,935057;-0,00220477;-14,2615;-194,331;;;;701;0,944006;0,000591959;0,58339;-0,122289;-160,746;-2496,88
;702;0,360284;0,000930761;0,935233;-0,00219261;-14,2224;-194,331;;;;702;0,943922;0,00059162;0,583417;-0,12227;-160,732;-2497,85
;703;0,360154;0,000927694;0,935407;-0,00218052;-14,1834;-194,331;;;;703;0,943838;0,000591281;0,583443;-0,122251;-160,719;-2498,81
;704;0,360025;0,00092464;0,935582;-0,0021685;-14,1445;-194,331;;;;704;0,943754;0,000590943;0,58347;-0,122232;-160,705;-2499,77
;705;0,359896;0,000921596;0,935756;-0,00215654;-14,1057;-194,331;;;;705;0,94367;0,000590605;0,583496;-0,122214;-160,692;-2500,73
;706;0,359768;0,000918565;0,935929;-0,00214466;-14,067;-194,331;;;;706;0,943586;0,000590268;0,583523;-0,122195;-160,678;-2501,7
;707;0,35964;0,000915546;0,936102;-0,00213284;-14,0284;-194,331;;;;707;0,943502;0,00058993;0,583549;-0,122176;-160,664;-2502,66
;708;0,359512;0,000912538;0,936274;-0,00212109;-13,9899;-194,331;;;;708;0,943418;0,000589593;0,583576;-0,122157;-160,651;-2503,62
;709;0,359385;0,000909541;0,936446;-0,0021094;-13,9516;-194,331;;;;709;0,943334;0,000589257;0,583602;-0,122138;-160,637;-2504,58
;710;0,359258;0,000906557;0,936618;-0,00209778;-13,9133;-194,331;;;;710;0,94325;0,000588921;0,583629;-0,122119;-160,624;-2505,54
;711;0,359132;0,000903583;0,936789;-0,00208622;-13,8752;-194,331;;;;711;0,943167;0,000588585;0,583655;-0,1221;-,161;-2506,5
;712;0,359006;0,000900621;0,936959;-0,00207473;-13,8372;-194,331;;;;712;0,943083;0,00058825;0,583682;-0,122081;-160,596;-2507,47
;713;0,358881;0,000897671;0,937129;-0,00206331;-13,7992;-194,331;;;;713;0,942999;0,000587914;0,583708;-0,122062;-160,583;-2508,43
;714;0,358756;0,000894732;0,937299;-0,00205194;-13,7614;-,194;;;;714;0,942916;0,00058758;0,583735;-0,122043;-160,569;-2509,39
;715;0,358631;0,000891804;0,937468;-0,00204065;-13,7237;-,194;;;;715;0,942832;0,000587245;0,583761;-0,122025;-160,556;-2510,35
;716;0,358507;0,000888887;0,937637;-0,00202941;-13,6861;-,194;;;;716;0,942748;0,000586911;0,583788;-0,122006;-160,542;-2511,31
;717;0,358383;0,000885982;0,937805;-0,00201824;-13,6486;-,194;;;;717;0,942665;0,000586578;0,583814;-0,121987;-160,529;-2512,27
;718;0,358259;0,000883088;0,937973;-0,00200713;-13,6112;-,194;;;;718;0,942582;0,000586244;0,58384;-0,121968;-160,515;-2513,23
;719;0,358136;0,000880204;0,93814;-0,00199608;-13,5739;-,194;;;;719;0,942498;0,000585911;0,583867;-0,121949;-160,501;-2514,19
;720;0,358014;0,000877332;0,938307;-0,0019851;-13,5367;-,194;;;;720;0,942415;0,000585579;0,583893;-0,12193;-160,488;-2515,15
;721;0,357891;0,000874471;0,938473;-0,00197418;-13,4997;-,194;;;;721;0,942331;0,000585246;0,58392;-0,121912;-160,474;-2516,11
;722;0,357769;0,00087162;0,938639;-0,00196332;-13,4627;-,194;;;;722;0,942248;0,000584914;0,583946;-0,121893;-160,461;-2517,07
;723;0,357648;0,000868781;0,938805;-0,00195252;-13,4258;-,194;;;;723;0,942165;0,000584583;0,583972;-0,121874;-160,447;-2518,03
;724;0,357527;0,000865952;0,93897;-0,00194178;-13,3891;-,194;;;;724;0,942082;0,000584252;0,583999;-0,121855;-160,434;-2518,99
;725;0,357406;0,000863134;0,939134;-0,0019311;-13,3524;-,194;;;;725;0,941999;0,000583921;0,584025;-0,121836;-,160;-2519,95
;726;0,357286;0,000860327;0,939298;-0,00192048;-13,3159;-,194;;;;726;0,941916;0,00058359;0,584051;-0,121818;-160,407;-2520,91
;727;0,357166;0,00085753;0,939462;-0,00190992;-13,2794;-,194;;;;727;0,941833;0,00058326;0,584078;-0,121799;-160,393;-2521,87
;728;0,357046;0,000854744;0,939625;-0,00189941;-13,2431;-194,329;;;;728;0,94175;0,00058293;0,584104;-0,12178;-,160;-2522,83
;729;0,356927;0,000851969;0,939788;-0,00188897;-13,2068;-194,329;;;;729;0,941667;0,000582601;0,58413;-0,121761;-160,366;-2523,79
;730;0,356809;0,000849204;0,93995;-0,00187859;-13,1707;-194,329;;;;730;0,941584;0,000582272;0,584157;-0,121743;-160,353;-2524,75
;731;0,35669;0,00084645;0,940112;-0,00186826;-13,1346;-194,329;;;;731;0,941501;0,000581943;0,584183;-0,121724;-160,339;-2525,7
;732;0,356572;0,000843706;0,940273;-0,00185799;-13,0987;-194,329;;;;732;0,941418;0,000581615;0,584209;-0,121705;-160,326;-2526,66
;733;0,356455;0,000840972;0,940434;-0,00184778;-13,0629;-194,329;;;;733;0,941336;0,000581287;0,584236;-0,121687;-160,312;-2527,62
;734;0,356337;0,000838249;0,940595;-0,00183763;-13,0271;-194,329;;;;734;0,941253;0,000580959;0,584262;-0,121668;-160,299;-2528,58
;735;0,356221;0,000835536;0,940755;-0,00182754;-12,9915;-194,329;;;;735;0,94117;0,000580632;0,584288;-0,121649;-160,286;-2529,54
;736;0,356104;0,000832833;0,940915;-0,0018175;-12,956;-194,329;;;;736;0,941088;0,000580305;0,584314;-0,12163;-160,272;-2530,49
;737;0,355988;0,00083014;0,941074;-0,00180751;-12,9205;-194,329;;;;737;0,941005;0,000579979;0,584341;-0,121612;-160,259;-2531,45
;738;0,355872;0,000827458;0,941233;-0,00179758;-12,8852;-194,329;;;;738;0,940923;0,000579653;0,584367;-0,121593;-160,245;-2532,41
;739;0,355757;0,000824785;0,941391;-0,00178771;-12,85;-194,329;;;;739;0,94084;0,000579327;0,584393;-0,121574;-160,232;-2533,37
